Beach Name,Battery Life,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Measurement Timestamp,Measurement ID,Measurement Timestamp Label
Calumet Beach,10.8,19.2,0.76,,0.257,4,09/11/2015 01:00:00 PM,CalumetBeach201509111300,09/11/2015 1:00 PM
Rainbow Beach,11.7,19.5,5.11,,0.51,4,09/11/2015 01:00:00 PM,RainbowBeach201509111300,09/11/2015 1:00 PM
63rd Street Beach,10.7,20.3,0.85,,0.209,4,09/11/2015 12:00:00 PM,63rdStreetBeach201509111200,09/11/2015 12:00 PM
Calumet Beach,10.8,19.2,0.62,,0.259,3,09/11/2015 12:00:00 PM,CalumetBeach201509111200,09/11/2015 12:00 PM
Rainbow Beach,11.7,19.7,2.13,,0.411,4,09/11/2015 12:00:00 PM,RainbowBeach201509111200,09/11/2015 12:00 PM
63rd Street Beach,10.7,20.3,0.53,,0.157,3,09/11/2015 11:00:00 AM,63rdStreetBeach201509111100,09/11/2015 11:00 AM
Calumet Beach,10.8,19.2,0.34,,0.202,3,09/11/2015 11:00:00 AM,CalumetBeach201509111100,09/11/2015 11:00 AM
Rainbow Beach,11.7,19.8,0.79,,0.377,4,09/11/2015 11:00:00 AM,RainbowBeach201509111100,09/11/2015 11:00 AM
Rainbow Beach,11.7,19.7,0.77,,0.333,4,09/11/2015 10:00:00 AM,RainbowBeach201509111000,09/11/2015 10:00 AM
Calumet Beach,10.8,19.2,0.37,,0.193,3,09/11/2015 10:00:00 AM,CalumetBeach201509111000,09/11/2015 10:00 AM
63rd Street Beach,10.7,20.3,0.42,,0.156,3,09/11/2015 10:00:00 AM,63rdStreetBeach201509111000,09/11/2015 10:00 AM
Calumet Beach,10.8,19.2,0.23,,0.112,3,09/11/2015 09:00:00 AM,CalumetBeach201509110900,09/11/2015 9:00 AM
Rainbow Beach,11.7,19.8,0.4,,0.374,3,09/11/2015 09:00:00 AM,RainbowBeach201509110900,09/11/2015 9:00 AM
Rainbow Beach,11.7,19.8,0.35,,0.253,3,09/11/2015 08:00:00 AM,RainbowBeach201509110800,09/11/2015 8:00 AM
Calumet Beach,10.8,19.3,0.23,,0.123,3,09/11/2015 08:00:00 AM,CalumetBeach201509110800,09/11/2015 8:00 AM
63rd Street Beach,10.7,20.3,0.37,,0.094,3,09/11/2015 08:00:00 AM,63rdStreetBeach201509110800,09/11/2015 8:00 AM
Calumet Beach,10.8,19.3,0.19,,0.125,3,09/11/2015 07:00:00 AM,CalumetBeach201509110700,09/11/2015 7:00 AM
63rd Street Beach,10.7,20.3,0.37,,0.095,3,09/11/2015 07:00:00 AM,63rdStreetBeach201509110700,09/11/2015 7:00 AM
Rainbow Beach,11.7,19.8,0.3,,0.24,3,09/11/2015 07:00:00 AM,RainbowBeach201509110700,09/11/2015 7:00 AM
Rainbow Beach,11.7,19.9,0.38,,0.256,3,09/11/2015 06:00:00 AM,RainbowBeach201509110600,09/11/2015 6:00 AM
Calumet Beach,10.8,19.3,0.25,,0.131,3,09/11/2015 06:00:00 AM,CalumetBeach201509110600,09/11/2015 6:00 AM
Rainbow Beach,11.7,19.9,0.34,,0.289,3,09/11/2015 05:00:00 AM,RainbowBeach201509110500,09/11/2015 5:00 AM
Calumet Beach,10.8,19.4,0.35,,0.116,3,09/11/2015 05:00:00 AM,CalumetBeach201509110500,09/11/2015 5:00 AM
63rd Street Beach,10.7,20.4,0.35,,0.105,3,09/11/2015 05:00:00 AM,63rdStreetBeach201509110500,09/11/2015 5:00 AM
63rd Street Beach,10.7,20.4,0.35,,0.106,3,09/11/2015 04:00:00 AM,63rdStreetBeach201509110400,09/11/2015 4:00 AM
Calumet Beach,10.8,19.4,0.23,,0.11,3,09/11/2015 04:00:00 AM,CalumetBeach201509110400,09/11/2015 4:00 AM
Rainbow Beach,11.7,19.9,0.3,,0.256,3,09/11/2015 04:00:00 AM,RainbowBeach201509110400,09/11/2015 4:00 AM
63rd Street Beach,10.7,20.5,0.36,,0.091,6,09/11/2015 03:00:00 AM,63rdStreetBeach201509110300,09/11/2015 3:00 AM
Calumet Beach,10.8,19.4,0.24,,0.12,2,09/11/2015 03:00:00 AM,CalumetBeach201509110300,09/11/2015 3:00 AM
Rainbow Beach,11.7,19.9,0.33,,0.209,3,09/11/2015 03:00:00 AM,RainbowBeach201509110300,09/11/2015 3:00 AM
Calumet Beach,10.8,19.5,0.27,,0.129,3,09/11/2015 02:00:00 AM,CalumetBeach201509110200,09/11/2015 2:00 AM
63rd Street Beach,10.7,20.5,0.35,,0.081,6,09/11/2015 02:00:00 AM,63rdStreetBeach201509110200,09/11/2015 2:00 AM
63rd Street Beach,10.7,20.6,0.35,,0.084,3,09/11/2015 01:00:00 AM,63rdStreetBeach201509110100,09/11/2015 1:00 AM
Calumet Beach,10.8,19.5,0.22,,0.125,3,09/11/2015 01:00:00 AM,CalumetBeach201509110100,09/11/2015 1:00 AM
Rainbow Beach,11.7,20,0.29,,0.211,3,09/11/2015 01:00:00 AM,RainbowBeach201509110100,09/11/2015 1:00 AM
63rd Street Beach,10.7,20.6,0.35,,0.075,3,09/11/2015 12:00:00 AM,63rdStreetBeach201509112400,09/11/2015 12:00 AM
Calumet Beach,10.8,19.3,0.75,,0.125,3,09/11/2015 12:00:00 AM,CalumetBeach201509112400,09/11/2015 12:00 AM
Rainbow Beach,11.7,20.1,0.28,,0.2,3,09/11/2015 12:00:00 AM,RainbowBeach201509112400,09/11/2015 12:00 AM
Calumet Beach,10.8,19.4,0.65,,0.131,3,09/10/2015 11:00:00 PM,CalumetBeach201509102300,09/10/2015 11:00 PM
63rd Street Beach,10.7,20.7,0.35,,0.082,3,09/10/2015 11:00:00 PM,63rdStreetBeach201509102300,09/10/2015 11:00 PM
Rainbow Beach,11.7,20.1,0.29,,0.204,3,09/10/2015 11:00:00 PM,RainbowBeach201509102300,09/10/2015 11:00 PM
Calumet Beach,10.8,19.4,0.42,,0.129,3,09/10/2015 10:00:00 PM,CalumetBeach201509102200,09/10/2015 10:00 PM
63rd Street Beach,10.7,20.7,0.32,,0.08,4,09/10/2015 10:00:00 PM,63rdStreetBeach201509102200,09/10/2015 10:00 PM
Rainbow Beach,11.7,20.2,0.28,,0.193,2,09/10/2015 10:00:00 PM,RainbowBeach201509102200,09/10/2015 10:00 PM
Rainbow Beach,11.7,20.3,0.29,,0.169,2,09/10/2015 09:00:00 PM,RainbowBeach201509102100,09/10/2015 9:00 PM
Calumet Beach,10.8,19.5,0.37,,0.115,3,09/10/2015 09:00:00 PM,CalumetBeach201509102100,09/10/2015 9:00 PM
63rd Street Beach,10.7,20.8,0.32,,0.07,4,09/10/2015 09:00:00 PM,63rdStreetBeach201509102100,09/10/2015 9:00 PM
63rd Street Beach,10.7,20.8,0.33,,0.06,3,09/10/2015 08:00:00 PM,63rdStreetBeach201509102000,09/10/2015 8:00 PM
Calumet Beach,10.8,19.5,0.41,,0.082,3,09/10/2015 08:00:00 PM,CalumetBeach201509102000,09/10/2015 8:00 PM
Rainbow Beach,11.7,20.4,0.32,,0.169,6,09/10/2015 08:00:00 PM,RainbowBeach201509102000,09/10/2015 8:00 PM
63rd Street Beach,10.7,20.9,0.32,,0.063,7,09/10/2015 07:00:00 PM,63rdStreetBeach201509101900,09/10/2015 7:00 PM
Calumet Beach,10.8,19.6,0.43,,0.092,3,09/10/2015 07:00:00 PM,CalumetBeach201509101900,09/10/2015 7:00 PM
Rainbow Beach,11.7,20.4,0.34,,0.156,2,09/10/2015 07:00:00 PM,RainbowBeach201509101900,09/10/2015 7:00 PM
Calumet Beach,10.8,19.7,0.39,,0.1,3,09/10/2015 06:00:00 PM,CalumetBeach201509101800,09/10/2015 6:00 PM
Rainbow Beach,11.7,20.5,0.33,,0.134,6,09/10/2015 06:00:00 PM,RainbowBeach201509101800,09/10/2015 6:00 PM
Rainbow Beach,11.7,20.5,0.37,,0.139,3,09/10/2015 05:00:00 PM,RainbowBeach201509101700,09/10/2015 5:00 PM
Calumet Beach,10.8,19.9,0.44,,0.139,3,09/10/2015 05:00:00 PM,CalumetBeach201509101700,09/10/2015 5:00 PM
63rd Street Beach,10.7,21,0.36,,0.071,5,09/10/2015 05:00:00 PM,63rdStreetBeach201509101700,09/10/2015 5:00 PM
Rainbow Beach,11.7,20.5,0.39,,0.155,3,09/10/2015 04:00:00 PM,RainbowBeach201509101600,09/10/2015 4:00 PM
Calumet Beach,10.8,20,0.33,,0.159,3,09/10/2015 04:00:00 PM,CalumetBeach201509101600,09/10/2015 4:00 PM
63rd Street Beach,10.7,20.9,0.33,,0.072,3,09/10/2015 04:00:00 PM,63rdStreetBeach201509101600,09/10/2015 4:00 PM
Rainbow Beach,11.7,20.5,0.45,,0.228,3,09/10/2015 03:00:00 PM,RainbowBeach201509101500,09/10/2015 3:00 PM
Calumet Beach,10.8,20.4,0.28,,0.119,3,09/10/2015 03:00:00 PM,CalumetBeach201509101500,09/10/2015 3:00 PM
63rd Street Beach,10.7,21,0.35,,0.09,3,09/10/2015 02:00:00 PM,63rdStreetBeach201509101400,09/10/2015 2:00 PM
Calumet Beach,10.8,20.3,0.17,,0.142,3,09/10/2015 02:00:00 PM,CalumetBeach201509101400,09/10/2015 2:00 PM
Rainbow Beach,11.7,20.6,0.37,,0.219,3,09/10/2015 02:00:00 PM,RainbowBeach201509101400,09/10/2015 2:00 PM
Calumet Beach,10.8,20.1,0.22,,0.162,3,09/10/2015 01:00:00 PM,CalumetBeach201509101300,09/10/2015 1:00 PM
63rd Street Beach,10.7,20.9,0.38,,0.093,4,09/10/2015 01:00:00 PM,63rdStreetBeach201509101300,09/10/2015 1:00 PM
Rainbow Beach,11.7,20.6,0.4,,0.218,3,09/10/2015 01:00:00 PM,RainbowBeach201509101300,09/10/2015 1:00 PM
Rainbow Beach,11.7,20.3,0.4,,0.251,3,09/10/2015 12:00:00 PM,RainbowBeach201509101200,09/10/2015 12:00 PM
Calumet Beach,10.8,20,0.17,,0.119,3,09/10/2015 12:00:00 PM,CalumetBeach201509101200,09/10/2015 12:00 PM
63rd Street Beach,10.7,20.8,0.4,,0.105,4,09/10/2015 12:00:00 PM,63rdStreetBeach201509101200,09/10/2015 12:00 PM
63rd Street Beach,10.7,20.4,0.47,,0.082,4,09/10/2015 11:00:00 AM,63rdStreetBeach201509101100,09/10/2015 11:00 AM
Calumet Beach,10.8,19.7,0.37,,0.124,3,09/10/2015 11:00:00 AM,CalumetBeach201509101100,09/10/2015 11:00 AM
Rainbow Beach,11.7,20,0.5,,0.242,4,09/10/2015 11:00:00 AM,RainbowBeach201509101100,09/10/2015 11:00 AM
Osterman Beach,11.6,18.6,0.37,,0.159,2,09/10/2015 10:00:00 AM,OstermanBeach201509101000,09/10/2015 10:00 AM
Calumet Beach,10.8,19.6,0.46,,0.111,4,09/10/2015 10:00:00 AM,CalumetBeach201509101000,09/10/2015 10:00 AM
63rd Street Beach,10.7,20.2,0.45,,0.096,8,09/10/2015 10:00:00 AM,63rdStreetBeach201509101000,09/10/2015 10:00 AM
Rainbow Beach,11.7,19.9,0.36,,0.165,4,09/10/2015 10:00:00 AM,RainbowBeach201509101000,09/10/2015 10:00 AM
Montrose Beach,10.9,19.1,0.1,,0.153,3,09/10/2015 10:00:00 AM,MontroseBeach201509101000,09/10/2015 10:00 AM
Ohio Street Beach,11.7,19.6,0.92,,0.123,4,09/10/2015 10:00:00 AM,OhioStreetBeach201509101000,09/10/2015 10:00 AM
Osterman Beach,11.6,18.8,0.31,,0.167,4,09/10/2015 09:00:00 AM,OstermanBeach201509100900,09/10/2015 9:00 AM
Calumet Beach,10.8,19.5,0.1,,0.114,4,09/10/2015 09:00:00 AM,CalumetBeach201509100900,09/10/2015 9:00 AM
63rd Street Beach,10.7,20.1,0.41,,0.083,4,09/10/2015 09:00:00 AM,63rdStreetBeach201509100900,09/10/2015 9:00 AM
Montrose Beach,10.9,19.4,0.07,,0.149,4,09/10/2015 09:00:00 AM,MontroseBeach201509100900,09/10/2015 9:00 AM
Rainbow Beach,11.7,19.8,0.36,,0.167,4,09/10/2015 09:00:00 AM,RainbowBeach201509100900,09/10/2015 9:00 AM
Rainbow Beach,11.7,19.8,0.32,,0.18,4,09/10/2015 08:00:00 AM,RainbowBeach201509100800,09/10/2015 8:00 AM
Calumet Beach,10.8,19.6,0.1,,0.117,4,09/10/2015 08:00:00 AM,CalumetBeach201509100800,09/10/2015 8:00 AM
63rd Street Beach,10.7,20.1,0.35,,0.086,4,09/10/2015 08:00:00 AM,63rdStreetBeach201509100800,09/10/2015 8:00 AM
Montrose Beach,10.9,19.3,0.01,,0.157,4,09/10/2015 08:00:00 AM,MontroseBeach201509100800,09/10/2015 8:00 AM
Osterman Beach,11.6,18.6,0.47,,0.169,2,09/10/2015 08:00:00 AM,OstermanBeach201509100800,09/10/2015 8:00 AM
Ohio Street Beach,11.7,19.6,0.64,,0.107,4,09/10/2015 08:00:00 AM,OhioStreetBeach201509100800,09/10/2015 8:00 AM
Rainbow Beach,11.7,19.8,0.32,,0.188,4,09/10/2015 07:00:00 AM,RainbowBeach201509100700,09/10/2015 7:00 AM
Calumet Beach,10.8,19.6,0.16,,0.12,4,09/10/2015 07:00:00 AM,CalumetBeach201509100700,09/10/2015 7:00 AM
63rd Street Beach,10.7,20.1,0.45,,0.087,4,09/10/2015 07:00:00 AM,63rdStreetBeach201509100700,09/10/2015 7:00 AM
Montrose Beach,10.9,19.3,0.01,,0.169,4,09/10/2015 07:00:00 AM,MontroseBeach201509100700,09/10/2015 7:00 AM
Osterman Beach,11.6,18.5,0.41,,0.169,4,09/10/2015 07:00:00 AM,OstermanBeach201509100700,09/10/2015 7:00 AM
Ohio Street Beach,11.7,19.7,0.47,,0.112,5,09/10/2015 07:00:00 AM,OhioStreetBeach201509100700,09/10/2015 7:00 AM
Ohio Street Beach,11.7,19.8,0.54,,0.11,4,09/10/2015 06:00:00 AM,OhioStreetBeach201509100600,09/10/2015 6:00 AM
Calumet Beach,10.8,19.6,0.07,,0.127,4,09/10/2015 06:00:00 AM,CalumetBeach201509100600,09/10/2015 6:00 AM
63rd Street Beach,10.7,20.1,0.41,,0.091,5,09/10/2015 06:00:00 AM,63rdStreetBeach201509100600,09/10/2015 6:00 AM
Montrose Beach,10.9,19.5,0.04,,0.191,4,09/10/2015 06:00:00 AM,MontroseBeach201509100600,09/10/2015 6:00 AM
Osterman Beach,11.6,18.7,0.34,,0.16,4,09/10/2015 06:00:00 AM,OstermanBeach201509100600,09/10/2015 6:00 AM
Rainbow Beach,11.7,19.8,0.34,,0.204,4,09/10/2015 06:00:00 AM,RainbowBeach201509100600,09/10/2015 6:00 AM
Ohio Street Beach,11.7,19.9,0.74,,0.107,5,09/10/2015 05:00:00 AM,OhioStreetBeach201509100500,09/10/2015 5:00 AM
Calumet Beach,10.8,19.7,0.12,,0.133,5,09/10/2015 05:00:00 AM,CalumetBeach201509100500,09/10/2015 5:00 AM
63rd Street Beach,10.7,20.3,0.4,,0.101,5,09/10/2015 05:00:00 AM,63rdStreetBeach201509100500,09/10/2015 5:00 AM
Montrose Beach,10.9,19.6,0.02,,0.183,4,09/10/2015 05:00:00 AM,MontroseBeach201509100500,09/10/2015 5:00 AM
Osterman Beach,11.6,18.8,0.4,,0.164,4,09/10/2015 05:00:00 AM,OstermanBeach201509100500,09/10/2015 5:00 AM
Rainbow Beach,11.7,19.5,0.41,,0.209,4,09/10/2015 05:00:00 AM,RainbowBeach201509100500,09/10/2015 5:00 AM
Rainbow Beach,11.7,19.6,0.45,,0.216,4,09/10/2015 04:00:00 AM,RainbowBeach201509100400,09/10/2015 4:00 AM
Calumet Beach,10.8,19.7,0.11,,0.132,4,09/10/2015 04:00:00 AM,CalumetBeach201509100400,09/10/2015 4:00 AM
63rd Street Beach,10.7,20.1,0.58,,0.105,4,09/10/2015 04:00:00 AM,63rdStreetBeach201509100400,09/10/2015 4:00 AM
Montrose Beach,10.9,19.8,0.02,,0.189,4,09/10/2015 04:00:00 AM,MontroseBeach201509100400,09/10/2015 4:00 AM
Osterman Beach,11.6,19.1,0.38,,0.167,4,09/10/2015 04:00:00 AM,OstermanBeach201509100400,09/10/2015 4:00 AM
Ohio Street Beach,11.7,20.1,0.56,,0.116,5,09/10/2015 04:00:00 AM,OhioStreetBeach201509100400,09/10/2015 4:00 AM
Osterman Beach,11.7,19.3,0.24,,0.19,5,09/10/2015 03:00:00 AM,OstermanBeach201509100300,09/10/2015 3:00 AM
Calumet Beach,10.8,19.8,0.12,,0.139,4,09/10/2015 03:00:00 AM,CalumetBeach201509100300,09/10/2015 3:00 AM
63rd Street Beach,10.8,20.1,0.66,,0.113,5,09/10/2015 03:00:00 AM,63rdStreetBeach201509100300,09/10/2015 3:00 AM
Montrose Beach,10.9,19.9,0.02,,0.199,4,09/10/2015 03:00:00 AM,MontroseBeach201509100300,09/10/2015 3:00 AM
Ohio Street Beach,11.7,20.2,0.63,,0.118,4,09/10/2015 03:00:00 AM,OhioStreetBeach201509100300,09/10/2015 3:00 AM
Rainbow Beach,11.8,19.6,0.34,,0.236,4,09/10/2015 03:00:00 AM,RainbowBeach201509100300,09/10/2015 3:00 AM
Rainbow Beach,11.8,19.6,0.34,,0.245,4,09/10/2015 02:00:00 AM,RainbowBeach201509100200,09/10/2015 2:00 AM
Calumet Beach,10.8,19.8,0.1,,0.148,5,09/10/2015 02:00:00 AM,CalumetBeach201509100200,09/10/2015 2:00 AM
63rd Street Beach,10.8,20.3,0.47,,0.115,5,09/10/2015 02:00:00 AM,63rdStreetBeach201509100200,09/10/2015 2:00 AM
Montrose Beach,10.9,20,0.01,,0.215,5,09/10/2015 02:00:00 AM,MontroseBeach201509100200,09/10/2015 2:00 AM
Osterman Beach,11.7,19.5,0.27,,0.185,5,09/10/2015 02:00:00 AM,OstermanBeach201509100200,09/10/2015 2:00 AM
Ohio Street Beach,11.7,20.3,0.69,,0.129,4,09/10/2015 02:00:00 AM,OhioStreetBeach201509100200,09/10/2015 2:00 AM
Ohio Street Beach,11.7,20.4,0.62,,0.131,5,09/10/2015 01:00:00 AM,OhioStreetBeach201509100100,09/10/2015 1:00 AM
Calumet Beach,10.8,19.9,0.11,,0.158,5,09/10/2015 01:00:00 AM,CalumetBeach201509100100,09/10/2015 1:00 AM
63rd Street Beach,10.8,19.9,2.38,,0.126,4,09/10/2015 01:00:00 AM,63rdStreetBeach201509100100,09/10/2015 1:00 AM
Montrose Beach,10.9,20.1,0,,0.23,5,09/10/2015 01:00:00 AM,MontroseBeach201509100100,09/10/2015 1:00 AM
Osterman Beach,11.7,19.3,0.35,,0.214,5,09/10/2015 01:00:00 AM,OstermanBeach201509100100,09/10/2015 1:00 AM
Rainbow Beach,11.8,19.7,0.38,,0.273,5,09/10/2015 01:00:00 AM,RainbowBeach201509100100,09/10/2015 1:00 AM
Ohio Street Beach,11.7,20.4,0.56,,0.146,4,09/10/2015 12:00:00 AM,OhioStreetBeach201509102400,09/10/2015 12:00 AM
Calumet Beach,10.8,19.7,0.33,,0.164,5,09/10/2015 12:00:00 AM,CalumetBeach201509102400,09/10/2015 12:00 AM
63rd Street Beach,10.8,20,2.05,,0.135,5,09/10/2015 12:00:00 AM,63rdStreetBeach201509102400,09/10/2015 12:00 AM
Montrose Beach,10.9,20.2,0.03,,0.245,5,09/10/2015 12:00:00 AM,MontroseBeach201509102400,09/10/2015 12:00 AM
Osterman Beach,11.7,19.5,0.38,,0.215,5,09/10/2015 12:00:00 AM,OstermanBeach201509102400,09/10/2015 12:00 AM
Rainbow Beach,11.8,19.8,0.34,,0.271,5,09/10/2015 12:00:00 AM,RainbowBeach201509102400,09/10/2015 12:00 AM
Rainbow Beach,11.8,19.7,0.31,,0.291,5,09/09/2015 11:00:00 PM,RainbowBeach201509092300,09/09/2015 11:00 PM
Calumet Beach,10.8,19.7,0.22,,0.164,4,09/09/2015 11:00:00 PM,CalumetBeach201509092300,09/09/2015 11:00 PM
63rd Street Beach,10.8,20.1,1.03,,0.139,4,09/09/2015 11:00:00 PM,63rdStreetBeach201509092300,09/09/2015 11:00 PM
Montrose Beach,10.9,20.1,0.01,,0.256,5,09/09/2015 11:00:00 PM,MontroseBeach201509092300,09/09/2015 11:00 PM
Osterman Beach,11.7,19.7,0.28,,0.214,5,09/09/2015 11:00:00 PM,OstermanBeach201509092300,09/09/2015 11:00 PM
Ohio Street Beach,11.7,20.5,0.56,,0.154,5,09/09/2015 11:00:00 PM,OhioStreetBeach201509092300,09/09/2015 11:00 PM
Rainbow Beach,11.8,19.3,0.52,,0.3,5,09/09/2015 10:00:00 PM,RainbowBeach201509092200,09/09/2015 10:00 PM
Calumet Beach,10.8,19.8,0.3,,0.172,4,09/09/2015 10:00:00 PM,CalumetBeach201509092200,09/09/2015 10:00 PM
63rd Street Beach,10.8,20.2,1.07,,0.144,4,09/09/2015 10:00:00 PM,63rdStreetBeach201509092200,09/09/2015 10:00 PM
Montrose Beach,10.9,20.1,0.01,,0.268,4,09/09/2015 10:00:00 PM,MontroseBeach201509092200,09/09/2015 10:00 PM
Osterman Beach,11.7,20.1,0.13,,0.229,4,09/09/2015 10:00:00 PM,OstermanBeach201509092200,09/09/2015 10:00 PM
Ohio Street Beach,11.7,20.6,0.46,,0.165,4,09/09/2015 10:00:00 PM,OhioStreetBeach201509092200,09/09/2015 10:00 PM
Ohio Street Beach,11.7,20.7,0.37,,0.16,5,09/09/2015 09:00:00 PM,OhioStreetBeach201509092100,09/09/2015 9:00 PM
Calumet Beach,10.8,19.8,0.27,,0.18,3,09/09/2015 09:00:00 PM,CalumetBeach201509092100,09/09/2015 9:00 PM
63rd Street Beach,10.8,20.4,1.4,,0.162,5,09/09/2015 09:00:00 PM,63rdStreetBeach201509092100,09/09/2015 9:00 PM
Montrose Beach,10.9,20.3,0.01,,0.302,5,09/09/2015 09:00:00 PM,MontroseBeach201509092100,09/09/2015 9:00 PM
Osterman Beach,11.7,19.1,0.31,,0.243,5,09/09/2015 09:00:00 PM,OstermanBeach201509092100,09/09/2015 9:00 PM
Rainbow Beach,11.8,19,1.94,,0.319,5,09/09/2015 09:00:00 PM,RainbowBeach201509092100,09/09/2015 9:00 PM
Ohio Street Beach,11.7,20.6,0.48,,0.17,5,09/09/2015 08:00:00 PM,OhioStreetBeach201509092000,09/09/2015 8:00 PM
Calumet Beach,10.8,19.3,1.02,,0.186,5,09/09/2015 08:00:00 PM,CalumetBeach201509092000,09/09/2015 8:00 PM
63rd Street Beach,10.8,20.5,1.64,,0.169,5,09/09/2015 08:00:00 PM,63rdStreetBeach201509092000,09/09/2015 8:00 PM
Montrose Beach,10.9,20.2,0.04,,0.3,4,09/09/2015 08:00:00 PM,MontroseBeach201509092000,09/09/2015 8:00 PM
Osterman Beach,11.7,18.1,0.52,,0.255,4,09/09/2015 08:00:00 PM,OstermanBeach201509092000,09/09/2015 8:00 PM
Rainbow Beach,11.7,19,3.98,,0.364,4,09/09/2015 08:00:00 PM,RainbowBeach201509092000,09/09/2015 8:00 PM
Ohio Street Beach,11.7,20.5,1.62,,0.188,5,09/09/2015 07:00:00 PM,OhioStreetBeach201509091900,09/09/2015 7:00 PM
Calumet Beach,10.8,19.4,0.68,,0.183,4,09/09/2015 07:00:00 PM,CalumetBeach201509091900,09/09/2015 7:00 PM
63rd Street Beach,10.8,20.7,1.91,,0.186,5,09/09/2015 07:00:00 PM,63rdStreetBeach201509091900,09/09/2015 7:00 PM
Montrose Beach,10.9,20.4,0.01,,0.326,5,09/09/2015 07:00:00 PM,MontroseBeach201509091900,09/09/2015 7:00 PM
Osterman Beach,11.7,18.1,0.37,,0.28,4,09/09/2015 07:00:00 PM,OstermanBeach201509091900,09/09/2015 7:00 PM
Rainbow Beach,11.7,19.1,5.62,,0.393,5,09/09/2015 07:00:00 PM,RainbowBeach201509091900,09/09/2015 7:00 PM
Montrose Beach,10.9,20.5,0.02,,0.335,5,09/09/2015 06:00:00 PM,MontroseBeach201509091800,09/09/2015 6:00 PM
Calumet Beach,10.8,19.4,0.55,,0.189,5,09/09/2015 06:00:00 PM,CalumetBeach201509091800,09/09/2015 6:00 PM
63rd Street Beach,10.8,20.8,1.9,,0.203,5,09/09/2015 06:00:00 PM,63rdStreetBeach201509091800,09/09/2015 6:00 PM
Osterman Beach,11.7,17.9,0.31,,0.295,5,09/09/2015 06:00:00 PM,OstermanBeach201509091800,09/09/2015 6:00 PM
Ohio Street Beach,11.7,20.7,2.53,,0.194,5,09/09/2015 06:00:00 PM,OhioStreetBeach201509091800,09/09/2015 6:00 PM
Rainbow Beach,11.7,19.2,2.18,,0.393,5,09/09/2015 06:00:00 PM,RainbowBeach201509091800,09/09/2015 6:00 PM
Rainbow Beach,11.7,19.2,3.43,,0.413,5,09/09/2015 05:00:00 PM,RainbowBeach201509091700,09/09/2015 5:00 PM
Calumet Beach,10.8,19.4,0.55,,0.184,3,09/09/2015 05:00:00 PM,CalumetBeach201509091700,09/09/2015 5:00 PM
63rd Street Beach,10.7,20.7,1.67,,0.223,5,09/09/2015 05:00:00 PM,63rdStreetBeach201509091700,09/09/2015 5:00 PM
Montrose Beach,10.9,19.6,0.01,,0.371,5,09/09/2015 05:00:00 PM,MontroseBeach201509091700,09/09/2015 5:00 PM
Osterman Beach,11.7,17.2,0.42,,0.305,5,09/09/2015 05:00:00 PM,OstermanBeach201509091700,09/09/2015 5:00 PM
Ohio Street Beach,11.8,21.2,2.1,,0.205,4,09/09/2015 05:00:00 PM,OhioStreetBeach201509091700,09/09/2015 5:00 PM
Ohio Street Beach,11.8,20.4,2.79,,0.214,5,09/09/2015 04:00:00 PM,OhioStreetBeach201509091600,09/09/2015 4:00 PM
Calumet Beach,10.8,19.3,0.56,,0.187,5,09/09/2015 04:00:00 PM,CalumetBeach201509091600,09/09/2015 4:00 PM
Montrose Beach,10.9,17.4,0.28,,0.356,5,09/09/2015 04:00:00 PM,MontroseBeach201509091600,09/09/2015 4:00 PM
Osterman Beach,11.7,16.8,0.34,,0.304,5,09/09/2015 04:00:00 PM,OstermanBeach201509091600,09/09/2015 4:00 PM
Rainbow Beach,11.7,19.1,4.82,,0.427,5,09/09/2015 04:00:00 PM,RainbowBeach201509091600,09/09/2015 4:00 PM
Rainbow Beach,11.7,19.1,5.41,,0.478,5,09/09/2015 03:00:00 PM,RainbowBeach201509091500,09/09/2015 3:00 PM
Calumet Beach,10.8,19.1,0.5,,0.214,5,09/09/2015 03:00:00 PM,CalumetBeach201509091500,09/09/2015 3:00 PM
Montrose Beach,10.9,17.2,0.1,,0.387,5,09/09/2015 03:00:00 PM,MontroseBeach201509091500,09/09/2015 3:00 PM
Osterman Beach,11.7,14.6,2.34,,0.322,5,09/09/2015 03:00:00 PM,OstermanBeach201509091500,09/09/2015 3:00 PM
Ohio Street Beach,11.8,20.4,3.08,,0.229,5,09/09/2015 03:00:00 PM,OhioStreetBeach201509091500,09/09/2015 3:00 PM
63rd Street Beach,10.7,20.3,1.75,,0.244,5,09/09/2015 03:00:00 PM,63rdStreetBeach201509091500,09/09/2015 3:00 PM
Ohio Street Beach,11.8,20.7,3.17,,0.261,5,09/09/2015 02:00:00 PM,OhioStreetBeach201509091400,09/09/2015 2:00 PM
Calumet Beach,10.8,18.9,0.51,,0.191,5,09/09/2015 02:00:00 PM,CalumetBeach201509091400,09/09/2015 2:00 PM
63rd Street Beach,10.8,20.1,2.48,,0.297,5,09/09/2015 02:00:00 PM,63rdStreetBeach201509091400,09/09/2015 2:00 PM
Montrose Beach,10.9,17.1,0.01,,0.387,5,09/09/2015 02:00:00 PM,MontroseBeach201509091400,09/09/2015 2:00 PM
Osterman Beach,11.7,14.5,2.4,,0.31,5,09/09/2015 02:00:00 PM,OstermanBeach201509091400,09/09/2015 2:00 PM
